종류,작품명,위키제목,저자,출처,연도,시대,시대_N
노래,애국가,애국가 (대한민국),윤치호,,1897,1890,E1
수필,시일야방성대곡,시일야방성대곡,장지연,황성신문,1905,1900,E1
소설,혈의 누,혈의 누/현대어 해석,이인직,만세보,1906,1900,E1
신소설,귀의 성,귀의 성,이인직,,1907,1900,E1
시,가을 뜻,가을 뜻,최남선,,1908,1900,E1
시,경부 텰도 노래,경부 텰도 노래,최남선,,1908,1900,E1
신소설,구마검(驅魔劒),구마검,이해조,,1908,1900,E1
신소설,금수회의록,금수회의록,안국선,,1908,1900,E1
소설,동인사담집 1,동인사담집 1/거타지의 꽃,김동인,,1908,1900,E1
소설,동인사담집 1,동인사담집 1/눈 오는 대궐,김동인,,1908,1900,E1
소설,동인사담집 1,동인사담집 1/석우노의 처,김동인,,1908,1900,E1
소설,동인사담집 1,동인사담집 1/승암의 괴녀,김동인,,1908,1900,E1
소설,동인사담집 1,동인사담집 1/언약,김동인,,1908,1900,E1
소설,동인사담집 1,동인사담집 1/왕자호동,김동인,,1908,1900,E1
소설,동인사담집 1,동인사담집 1/청해의 객,김동인,,1908,1900,E1
소설,동인사담집 1,동인사담집 1/충용 삼형제,김동인,,1908,1900,E1
소설,동인사담집 1,동인사담집 1/토끼의 간,김동인,,1908,1900,E1
소설,동인사담집 1,동인사담집 1/호미부 2제,김동인,,1908,1900,E1
소설,동인사담집 2,동인사담집 2/개소문과 당태종,김동인,,1908,1900,E1
소설,동인사담집 2,동인사담집 2/거초 꺾일 때,김동인,,1908,1900,E1
소설,동인사담집 2,동인사담집 2/반야의 죽음,김동인,,1908,1900,E1
소설,동인사담집 2,동인사담집 2/분토,김동인,,1908,1900,E1
소설,동인사담집 2,동인사담집 2/식철수,김동인,,1908,1900,E1
소설,동인사담집 2,동인사담집 2/적분재상,김동인,,1908,1900,E1
소설,동인사담집 2,동인사담집 2/조신의 꿈,김동인,,1908,1900,E1
소설,동인사담집 2,동인사담집 2/편주의 가는 곳,김동인,,1908,1900,E1
소설,동인사담집 2,동인사담집 2/화하난무,김동인,,1908,1900,E1
소설,동인사담집 3,동인사담집 3/고달산,김동인,,1908,1900,E1
소설,동인사담집 3,동인사담집 3/광공자,김동인,,1908,1900,E1
소설,동인사담집 3,동인사담집 3/깨어진 물동이,김동인,,1908,1900,E1
소설,동인사담집 3,동인사담집 3/두문동록,김동인,,1908,1900,E1
소설,동인사담집 3,동인사담집 3/안 돌아오는 사자,김동인,,1908,1900,E1
소설,동인사담집 3,동인사담집 3/양,김동인,,1908,1900,E1
소설,동인사담집 3,동인사담집 3/양녕과 정향,김동인,,1908,1900,E1
소설,동인사담집 3,동인사담집 3/왕기는 벋어서,김동인,,1908,1900,E1
소설,동인사담집 5,동인사담집 5/동자삼,김동인,,1908,1900,E1
소설,동인사담집 5,동인사담집 5/신문고,김동인,,1908,1900,E1
소설,동인사담집 5,동인사담집 5/장사의 한,김동인,,1908,1900,E1
시,모르네 나는,모르네 나는,최남선,,1908,1900,E1
평론,민법과 상법,민법과 상법,안국선,,1908,1900,E1
신소설,빈상설,빈상설,이해조,,1908,1900,E1
소설,치악산,치악산,이인직,,1908,1900,E1
시,해에게서 소년에게,해에게서 소년에게,최남선,,1908,1900,E1
평론,회사의 종류,회사의 종류,안국선,대한협회회보,1908,1900,E1
시,꼿두고,꼿두고,최남선,,1909,1900,E1
신소설,모란병,모란병,이해조,,1909,1900,E1
시,밥버레,밥버레,최남선,,1909,1900,E1
소설,사랑인가,사랑인가,이광수,,1909,1900,E1
신소설,원앙도,원앙도,이해조,,1909,1900,E1
신소설,경세종,경세종,김필수,,1910,1910,E1
시,뜨거운 피,뜨거운 피,최남선,,1910,1910,E1
시,봄마지,봄마지,최남선,,1910,1910,E1
수필,꿈 (최남선),꿈 (최남선),최남선,,1912,1910,E1
희곡,병자삼인(病者三人),병자삼인,조중환,,1912,1910,E1
신소설,추월색,추월색,최찬식,,1912,1910,E1
시,소야곡,소야곡,김대봉,,1913,1910,E1
신소설,금강문(金剛門),금강문,최찬식,,1914,1910,E1
수필,이상적 부인,이상적 부인,나혜석,학지광,1914,1910,E1
수필,굽은다리 곁으로서,굽은다리 곁으로서,최남선,,1915,1910,E1
소설,꿈하늘,꿈하늘,신채호,,1916,1910,E1
소설,개척자,개척자,이광수,,1917,1910,E1
희곡,규한(閨恨),규한,이광수,,1917,1910,E1
소설,무정(無情),무정/101장~120장,이광수,,1917,1910,E1
소설,무정(無情),무정/121장~126장,이광수,,1917,1910,E1
소설,무정(無情),무정/1장~20장,이광수,,1917,1910,E1
소설,무정(無情),무정/21장~40장,이광수,,1917,1910,E1
소설,무정(無情),무정/41장~60장,이광수,,1917,1910,E1
소설,무정(無情),무정/61장~80장,이광수,,1917,1910,E1
소설,무정(無情),무정/81장~100장,이광수,,1917,1910,E1
소설,의심의 소녀,의심의 소녀,김명순,청춘,1917,1910,E1
소설,경희(瓊姬),경희,나혜석,,1918,1910,E1
수필,구세주의 改作(개작),구세주의 개작,홍난파,,1918,1910,E1
소설,눈을 겨우 뜰 때,눈을 겨우 뜰 때,김동인,,1918,1910,E1
소설,방황(彷徨),방황,이광수,,1918,1910,E1
수필,病友[병우] 생각,병우 생각,최남선,,1918,1910,E1
시,봄은 간다,봄은 간다,김억,,1918,1910,E1
시,심,심,한용운,,1918,1910,E1
소설,윤광호,윤광호,이광수,,1918,1910,E1
소설,회생한 손녀에게,회생한 손녀에게,나혜석,여자계,1918,1910,E1
소설,낙오자,낙오자,이익상,,1919,1910,E1
소설,마음이 옅은 자여,마음이 옅은 자여,김동인,,1919,1910,E1
소설,바람과 빛,바람과 빛,홍난파,,1919,1910,E1
수필,서울 계신 K형께,서울계신K형께,홍난파,삼광,1919,1910,E1
수필,월광의 곡,월광의 곡,홍난파,,1919,1910,E1
수필,청산백운,청산백운,"홍사용, 정백",,1919,1910,E1
시,거친 풀 흐트러진 모래동으로,거친 풀 흐트러진 모래동으로,김소월,,1920,1920,E2
시,낭인의 봄,낭인의 봄,김소월,,1920,1920,E2
시,년보,년보,이육사,,1920,1920,E2
소설,유린,유린,현진건,백조,1920,1920,E2
소설,청춘,청춘,나도향,,1920,1920,E2
시,춘강,춘강,김소월,,1920,1920,E2
수필,춘조,춘조,김소월,,1920,1920,E2
소설,희생화,희생화,현진건,,1920,1920,E2
소설,가실(嘉實),가실,이광수,,1921,1920,E2
시,구면(舊面),구면,김소월,,1921,1920,E2
소설,규원,규원,나혜석,,1921,1920,E2
시,둥근 해,둥근 해,김소월,,1921,1920,E2
시,몽환병(夢幻病),몽환병,이상화,,1921,1920,E2
소설,배따라기,배따라기,김동인,,1921,1920,E2
소설,빈처(貧妻),빈처,현진건,,1921,1920,E2
시,인형의 家,인형의 家,나혜석,,1921,1920,E2
소설,전제자,전제자,김동인,,1921,1920,E2
시,가는 봄 삼월,가는 봄 삼월,김소월,,1922,1920,E2
시,가을 (김소월),가을 (김소월),김소월,,1922,1920,E2
시,가을 하늘 밑에 서서,가을 하늘 밑에 서서,변영로,,1922,1920,E2
시,가을의 풍경,가을의 풍경,이상화,,1922,1920,E2
소설,感謝[감사]와 謝罪[사죄],감사와 사죄,이광수,,1922,1920,E2
시,고적한 날,고적한 날,김소월,,1922,1920,E2
시,공원(公園)의 밤,공원의 밤,김소월,,1922,1920,E2
수필,"公園情操[공원정조]
 하야(廈夜)의 각 공원",공원정조,방정환,,1922,1920,E2
시,그날이 그립다,그날이 그립다,이상화,,1922,1920,E2
시,"금강송가(金剛頌歌)
 중향성(衆香城) 향나무를 더우잡고",금강송가,이상화,,1922,1920,E2
시,꿈자리,꿈자리,김소월,,1922,1920,E2
소설,나는 왕이로소이다,나는 왕이로소이다,홍사용,,1922,1920,E2
시,날이 새입니다,날이 새입니다,변영로,,1922,1920,E2
시,농촌의 집,농촌의 집,이상화,,1922,1920,E2
시,눈이 오시네,눈이 오시네,이상화,,1922,1920,E2
시,단조 (單調),단조,이상화,,1922,1920,E2
시,독백(獨白),독백 (이상화),이상화,,1922,1920,E2
시,동경에서,동경에서,이상화,,1922,1920,E2
시,마음의 꽃,마음의 꽃,이상화,,1922,1920,E2
시,만주벌,만주벌,이상화,,1922,1920,E2
시,말세의 희탄,말세의 희탄,이상화,,1922,1920,E2
시,무제,무제 (이상화),이상화,,1922,1920,E2
평론,민족개조론,민족개조론,이광수,,1922,1920,E2
시,"바다의 노래바다의 노래
 나의 넋, 물결과 어우러져
 바다의 노래
 나의 넋, 물결과 어우러져
 동해(東海)의 마음을 가져 온 노래",바다의 노래,이상화,,1922,1920,E2
시,반딧불,반딧불,이상화,,1922,1920,E2
시,방문 거절,방문 거절,이상화,,1922,1920,E2
시,백조(白潮)는 흐르는데 별 하나 나 하나,백조는 흐르는데 별 하나 나 하나,홍사용,,1922,1920,E2
소설,별을 안거든 우지나 말걸,별을 안거든 우지나 말걸,나도향,,1922,1920,E2
시,별의 압흠,별의 압흠,남궁벽,,1922,1920,E2
시,봄비 (변영로),봄비 (변영로),변영로,,1922,1920,E2
시,봄은 가더이다,봄은 가더이다,홍사용,,1922,1920,E2
시,비갠 아침,비갠 아침,이상화,,1922,1920,E2
시,"비를 비를 다오
 비를 다오
 농민의 정서를 읊조림",비를 다오,이상화,,1922,1920,E2
시,비를 타고,비를 타고,이상화,,1922,1920,E2
시,"비음(緋音)
 「비음(緋音)」의 서사(序詞)",비음,이상화,,1922,1920,E2
시,빈촌의 밤,빈촌의 밤,이상화,,1922,1920,E2
시,새 세계(世界),새 세계,이상화,,1922,1920,E2
소설,옛날 꿈은 창백하더이다,옛날 꿈은 창백하더이다,나도향,,1922,1920,E2
시,원시적 읍울,원시적 읍울,이상화,,1922,1920,E2
소설,젊은이의 시절,젊은이의 시절,나도향,백조,1922,1920,E2
시,꿈꾼 그 옛날,진달래꽃 (시집)/꿈꾼 그 옛날,김소월,,1922,1920,E2
소설,타락자,타락자,현진건,,1922,1920,E2
소설,태형,태형,김동인,,1922,1920,E2
소설,피아노,피아노,현진건,개벽,1922,1920,E2
시,하늘만 보아라,하늘만 보아라,변영로,동명,1922,1920,E2
소설,할멈,할멈,이광수,,1922,1920,E2
소설,환희,환희,나도향,,1922,1920,E2
동화,나비의 꿈,나비의 꿈,방정환,,1923,1920,E2
시,나의 침실로,나의 침실로,이상화,,1923,1920,E2
희곡,노래 주머니,노래 주머니,방정환,,1923,1920,E2
시,논개,논개,변영로,,1923,1920,E2
시,눈물이 쉬루르 흘러납니다,눈물이 쉬루르 흘러납니다,김소월,,1923,1920,E2
수필,杜翁의 片鱗,두옹의 편린,노자영,,1923,1920,E2
수필,살아가는 법,살아가는 법,홍난파,동아리보,1923,1920,E2
수필,속 모르는 만년필 장사,속 모르는 만년필 장사,나도향,배재,1923,1920,E2
소설,어지러움,어즈러움,김동인,,1923,1920,E2
수필,여이발사,여이발사,나도향,백조3,1923,1920,E2
소설,우편국에서,우편국에서,현진건,,1923,1920,E2
소설,은화 백동화,은화 백동화,나도향,동명,1923,1920,E2
소설,이 잔을,이 잔을,김동인,,1923,1920,E2
동화,이상한 샘물,이상한 샘물,방정환,어린이,1923,1920,E2
시,이중의 사망,이중의 사망,이상화,,1923,1920,E2
평론,조선혁명선언,조선혁명선언,신채호,,1923,1920,E2
소설,지새는 안개,지새는 안개/제1장,현진건,개벽,1923,1920,E2
소설,지새는 안개,지새는 안개/제2장,현진건,개벽,1923,1920,E2
소설,지새는 안개,지새는 안개/제3장,현진건,개벽,1923,1920,E2
소설,지새는 안개,지새는 안개/제4장,현진건,개벽,1923,1920,E2
소설,지새는 안개,지새는 안개/제5장,현진건,개벽,1923,1920,E2
소설,할머니의 죽음,할머니의 죽음,현진건,백조,1923,1920,E2
시,해 저문 나라에,해 저문 나라에,홍사용,개벽,1923,1920,E2
소설,행랑자식,행랑자식,나도향,개벽,1923,1920,E2
소설,허생전,허생전 (이광수),이광수,,1923,1920,E2
동화,4월 그믐날 밤,4월 그믐날 밤,방정환,,1924,1920,E2
소설,고국,고국,최서해,,1924,1920,E2
시,그 때가 언제나 옵니까,그 때가 언제나 옵니까,변영로,,1924,1920,E2
소설,그립은 흘긴 눈,그립은 흘긴 눈,현진건,,1924,1920,E2
동화,금도끼,금도끼,방정환,,1924,1920,E2
소설,까막잡기,까막잡기,현진건,,1924,1920,E2
시,나무리벌 노래,나무리벌 노래,김소월,,1924,1920,E2
소설,노라,노라,나혜석,,1924,1920,E2
시,눈 (변영로),눈 (변영로),변영로,,1924,1920,E2
시,눈 올 때마다,눈 올 때마다,김억,,1924,1920,E2
소설,매월,매월,최서해,,1924,1920,E2
소설,목숨,목숨,김동인,,1924,1920,E2
시,못 놓이는 마음,못 놓이는 마음,변영로,,1924,1920,E2
수필,뭉게구름의 비밀,뭉게구름의 비밀,방정환,,1924,1920,E2
소설,발(簾),발,현진건,,1924,1920,E2
시,버러지도 싫다하올 이 몸이,버러지도 싫다하올 이 몸이,변영로,,1924,1920,E2
시,벗들이여,벗들이여,변영로,,1924,1920,E2
소설,보석반지(寶石半指),보석반지,최서해,,1924,1920,E2
시,봄은 고양이로다,봄은 고양이로다,이장희,,1924,1920,E2
시,북청 물장수,북청 물장수,김동환,,1924,1920,E2
시,불칭추평,불칭추평,김소월,,1924,1920,E2
시,비,비,김억,,1924,1920,E2
수필,사랑,사랑 (수필),이광수,,1924,1920,E2
시,사랑은,사랑은,변영로,,1924,1920,E2
한시,思親,사친,이용구,,1924,1920,E2
시,새 한 마리,새 한 마리,이장희,금성,1924,1920,E2
동화,선물 아닌 선물,선물 아닌 선물,방정환,어린이,1924,1920,E2
소설,어떤 아침,어떤 아침,이광수,조선문단,1924,1920,E2
수필,어린 영혼,어린 영혼,이광수,영대,1924,1920,E2
수필,어린이 찬미,어린이 찬미,방정환,신여성,1924,1920,E2
수필,연분,연분,이육사,영대,1924,1920,E2
소설,운수 좋은 날,운수 좋은 날,현진건,,1924,1920,E2
소설,유서,유서,김동인,영대,1924,1920,E2
수필,이러쿵 저러쿵,이러쿵 저러쿵,현진건,,1924,1920,E2
소설,자기를 찾기 전,자기를 찾기 전,나도향,개벽,1924,1920,E2
소설,재생,재생 (이광수),이광수,동아일보,1924,1920,E2
소설,전차 차장의 일기 몇 절,전차 차장의 일기 몇 절,나도향,,1924,1920,E2
시,지반 정경,지반 정경,이상화,,1924,1920,E2
시,차라리 달 없는 밤이드면,차라리 달 없는 밤이드면,변영로,,1924,1920,E2
시,친애하는 벗이여,친애하는 벗이여,변영로,,1924,1920,E2
소설,피고,피고,김동인,,1924,1920,E2
시,항전 애창 명주 딸기,항전 애창 명주 딸기,김소월,,1924,1920,E2
소설,향수,향수 (최서해),최서해,,1924,1920,E2
소설,H君(군)을 생각하고,H군을 생각하고,이광수,,1924,1920,E2
시,5일밤 산보,5일밤 산보,김소월,,1925,1920,E2
시,가막덤불,가막덤불,김소월,,1925,1920,E2
시,가을,가을 (강경애),강경애,,1925,1920,E2
수필,가을이 왔다-새 世界[세계]의 展開[전개]를 보자,가을이 왔다,최남선,,1925,1920,E2
소설,감자,감자,김동인,,1925,1920,E2
시,겨울밤,겨울밤,이장희,,1925,1920,E2
소설,계집 하인,계집 하인,나도형,,1925,1920,E2
시,고독,고독,김소월,,1925,1920,E2
칼럼,고산자를 회함,고산자를_회함/상,최남선,,1925,1920,E2
칼럼,고산자를 회함,고산자를_회함/하,최남선,,1925,1920,E2
시,고양이의 꿈,고양이의 꿈,이장희,,1925,1920,E2
소설,광란,광란,이익상,,1925,1920,E2
시,구고 이장,구고 이장,이상화,,1925,1920,E2
소설,구속의 첫날,구속의 첫날,이익상,,1925,1920,E2
시,국경의 밤,국경의 밤/곡 폐허,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/국경의 밤,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/꿈을 따라 갔더니,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/눈이 내리느니,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/도토리,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/물결,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/방화범,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/북청 물장수,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/서,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/서시,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/선구자,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/손님,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/영탄,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/울 수도 없거든,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/주영의 고백,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/초인의 선언,김동환,,1925,1920,E2
시,국경의 밤,국경의 밤/표박,김동환,,1925,1920,E2
시,그 사람에게,그 사람에게,김소월,,1925,1920,E2
수필,그믐달 (나도향),그믐달 (나도향),나도향,,1925,1920,E2
소설,기아(棄兒),기아,최서해,,1925,1920,E2
소설,기아와 살륙,기아와 살륙,최서해,,1925,1920,E2
소설,꿈 (나도향),꿈 (나도향),나도향,,1925,1920,E2
시,남의 나라땅,남의 나라땅,김소월,,1925,1920,E2
수필,낭객의 신년 만필,낭객의 신년 만필,신채호,,1925,1920,E2
시,달밤 모래 위에서,달밤 모래 위에서,이장희,,1925,1920,E2
소설,땅 속으로,땅 속으로,조명희,,1925,1920,E2
시,머-ㄴ 企待,먼 기대,이상화,,1925,1920,E2
소설,명문,명문,김동인,,1925,1920,E2
시,무제3,무제3,홍난파,,1925,1920,E2
소설,물레방아,물레방아,나도향,,1925,1920,E2
소설,박돌의 죽음,박돌의 죽음,최서해,,1925,1920,E2
시,배,배,김소월,,1925,1920,E2
시,벗 마을,벗 마을,김소월,,1925,1920,E2
소설,벙어리 삼룡이,벙어리 삼룡이,나도향,,1925,1920,E2
수필,별호,별호,나도향,,1925,1920,E2
시,병적 계절,병적 계절,이상화,,1925,1920,E2
시,부모,부모,김소월,,1925,1920,E2
소설,불,불,현진건,,1925,1920,E2
시,비오는 날,비오는 날,이장희,,1925,1920,E2
소설,뽕,뽕,나도향,,1925,1920,E2
수필,사라지지 않는 기억,사라지지 않는 기억,방정환,조선문단,1925,1920,E2
소설,사랑에 주렸던 이들,사랑에 주렸던 이들,이광수,,1925,1920,E2
소설,상환(相換),상환,계용묵,,1925,1920,E2
시,귀여운 내 수리,생명의 과실/귀여운 내 수리,김명순,,1925,1920,E2
시,그쳐요,생명의 과실/그쳐요,김명순,,1925,1920,E2
시,기도,생명의 과실/기도,김명순,,1925,1920,E2
시,길,생명의 과실/길,김명순,,1925,1920,E2
시,꿈,생명의 과실/꿈,김명순,,1925,1920,E2
시,남방,생명의 과실/남방,김명순,,1925,1920,E2
시,내 가슴에,생명의 과실/내 가슴에,김명순,,1925,1920,E2
시,들리는 소리를,생명의 과실/들리는 소리를,김명순,,1925,1920,E2
시,무제,생명의 과실/무제,김명순,,1925,1920,E2
시,밀어,생명의 과실/밀어,김명순,,1925,1920,E2
시,바람과 노래,생명의 과실/바람과 노래,김명순,,1925,1920,E2
시,분신,생명의 과실/분신,김명순,,1925,1920,E2
시,사랑하는 이의 이름,생명의 과실/사랑하는 이의 이름,김명순,,1925,1920,E2
시,소소,생명의 과실/소소,김명순,,1925,1920,E2
시,싸움,생명의 과실/싸움,김명순,,1925,1920,E2
시,옛날의 노래여,생명의 과실/옛날의 노래여,김명순,,1925,1920,E2
시,외로움의 부름,생명의 과실/외로움의 부름,김명순,,1925,1920,E2
시,위로,생명의 과실/위로,김명순,,1925,1920,E2
시,유리관 속에,생명의 과실/유리관 속에,김명순,,1925,1920,E2
시,유언,생명의 과실/유언,김명순,,1925,1920,E2
시,재롱,생명의 과실/재롱,김명순,,1925,1920,E2
시,저주,생명의 과실/저주,김명순,,1925,1920,E2
시,탄식,생명의 과실/탄식,김명순,,1925,1920,E2
시,탄실의 초몽,생명의 과실/탄실의 초몽,김명순,,1925,1920,E2
수필,시혼,시혼,김소월,개벽,1925,1920,E2
소설,어머니,어머니 (나도향),나도향,,1925,1920,E2
소설,어촌,어촌,이익상,생장,1925,1920,E2
시,연,연,이장희,신민,1925,1920,E2
시,오늘의 노래,오늘의 노래,이상화,,1925,1920,E2
시,옷과 밥과 자유,옷과 밥과 자유,김소월,동아일보,1925,1920,E2
시,이 해를 보내는 노래,이 해를 보내는 노래,이상화,,1925,1920,E2
시,이별을 하느니,이별을 하느니,이상화,,1925,1920,E2
소설,일설 춘향전,일설 춘향전,이광수,동아일보,1925,1920,E2
수필,잊음의 나라로,잊음의 나라로,이광수,영대,1925,1920,E2
시,자전거,자전거 (김소월),김소월,,1925,1920,E2
소설,정희,정희,김동인,,1925,1920,E2
시,가는 길,진달래꽃 (시집)/가는 길,김소월,,1925,1920,E2
시,가을 아침에,진달래꽃 (시집)/가을 아침에,김소월,,1925,1920,E2
시,가을 저녁에,진달래꽃 (시집)/가을 저녁에,김소월,,1925,1920,E2
시,강촌,진달래꽃 (시집)/강촌,김소월,,1925,1920,E2
시,개아미,진달래꽃 (시집)/개아미,김소월,,1925,1920,E2
시,개여울,진달래꽃 (시집)/개여울,김소월,,1925,1920,E2
시,개여울의 노래,진달래꽃 (시집)/개여울의 노래,김소월,,1925,1920,E2
시,구름,진달래꽃 (시집)/구름,김소월,,1925,1920,E2
시,귀뚜라미,진달래꽃 (시집)/귀뚜라미,김소월,,1925,1920,E2
시,그를 꿈꾼 밤,진달래꽃 (시집)/그를 꿈꾼 밤,김소월,,1925,1920,E2
시,금잔디,진달래꽃 (시집)/금잔디,김소월,,1925,1920,E2
시,기억,진달래꽃 (시집)/기억,김소월,,1925,1920,E2
시,길,진달래꽃 (시집)/길,김소월,,1925,1920,E2
시,깊고 깊은 언약,진달래꽃 (시집)/깊고 깊은 언약,김소월,,1925,1920,E2
시,깊이 믿던 심성,진달래꽃 (시집)/깊이 믿던 심성,김소월,,1925,1920,E2
시,꽃촉불 켜는 밤,진달래꽃 (시집)/꽃촉불 켜는 밤,김소월,,1925,1920,E2
시,꿈 1,진달래꽃 (시집)/꿈 1,김소월,,1925,1920,E2
시,꿈 2,진달래꽃 (시집)/꿈 2,김소월,,1925,1920,E2
시,꿈길,진달래꽃 (시집)/꿈길,김소월,,1925,1920,E2
시,꿈으로 오는 한 사람,진달래꽃 (시집)/꿈으로 오는 한 사람,김소월,,1925,1920,E2
시,나는 세상모르고 살았노라,진달래꽃 (시집)/나는 세상모르고 살았노라,김소월,,1925,1920,E2
시,나의 집,진달래꽃 (시집)/나의 집,김소월,,1925,1920,E2
시,낙천,진달래꽃 (시집)/낙천,김소월,,1925,1920,E2
시,남의 나라 땅,진달래꽃 (시집)/남의 나라 땅,김소월,,1925,1920,E2
시,널,진달래꽃 (시집)/널,김소월,,1925,1920,E2
시,눈,진달래꽃 (시집)/눈,김소월,,1925,1920,E2
시,눈 오는 저녁,진달래꽃 (시집)/눈 오는 저녁,김소월,,1925,1920,E2
시,님과 벗,진달래꽃 (시집)/님과 벗,김소월,,1925,1920,E2
시,님에게,진달래꽃 (시집)/님에게,김소월,,1925,1920,E2
시,님의 노래,진달래꽃 (시집)/님의 노래,김소월,,1925,1920,E2
시,님의 말씀,진달래꽃 (시집)/님의 말씀,김소월,,1925,1920,E2
시,달맞이,진달래꽃 (시집)/달맞이,김소월,,1925,1920,E2
시,닭소리,진달래꽃 (시집)/닭소리,김소월,,1925,1920,E2
시,닭은 꼬꾸요,진달래꽃 (시집)/닭은 꼬꾸요,김소월,,1925,1920,E2
시,담배,진달래꽃 (시집)/담배,김소월,,1925,1920,E2
시,두 사람,진달래꽃 (시집)/두 사람,김소월,,1925,1920,E2
시,들도리,진달래꽃 (시집)/들도리,김소월,,1925,1920,E2
시,들돌이,진달래꽃 (시집)/들돌이,김소월,,1925,1920,E2
시,마른강 두덕에서,진달래꽃 (시집)/마른강 두덕에서,김소월,,1925,1920,E2
시,만나려는 심사,진달래꽃 (시집)/만나려는 심사,김소월,,1925,1920,E2
시,만리성,진달래꽃 (시집)/만리성,김소월,,1925,1920,E2
시,맘 켕기는 날,진달래꽃 (시집)/맘 켕기는 날,김소월,,1925,1920,E2
시,맘에 있는 말이라고 다 할까 보냐,진달래꽃 (시집)/맘에 있는 말이라고 다 할까 보냐,김소월,,1925,1920,E2
시,먼 후일,진달래꽃 (시집)/먼 후일,김소월,,1925,1920,E2
시,몹쓸 꿈,진달래꽃 (시집)/몹쓸 꿈,김소월,,1925,1920,E2
시,못 잊어,진달래꽃 (시집)/못 잊어,김소월,,1925,1920,E2
시,무덤,진달래꽃 (시집)/무덤,김소월,,1925,1920,E2
시,무신,진달래꽃 (시집)/무신,김소월,,1925,1920,E2
시,무심,진달래꽃 (시집)/무심,김소월,,1925,1920,E2
시,묵념,진달래꽃 (시집)/묵념,김소월,,1925,1920,E2
시,물마름,진달래꽃 (시집)/물마름,김소월,,1925,1920,E2
시,바다,진달래꽃 (시집)/바다,김소월,,1925,1920,E2
시,바다가 변하야 뽕나무밭 된다고,진달래꽃 (시집)/바다가 변하야 뽕나무밭 된다고,김소월,,1925,1920,E2
시,바라건대는 우리에게 우리의 보습 대일 땅이 있었더면,진달래꽃 (시집)/바라건대는 우리에게 우리의 보습 대일 땅이 있었더면,김소월,,1925,1920,E2
시,바람과 봄,진달래꽃 (시집)/바람과 봄,김소월,,1925,1920,E2
시,바리운 몸,진달래꽃 (시집)/바리운 몸,김소월,,1925,1920,E2
시,반달,진달래꽃 (시집)/반달,김소월,,1925,1920,E2
시,밤,진달래꽃 (시집)/밤,김소월,,1925,1920,E2
시,밭고랑 위에서,진달래꽃 (시집)/밭고랑 위에서,김소월,,1925,1920,E2
시,봄 밤,진달래꽃 (시집)/봄 밤,김소월,,1925,1920,E2
시,봄비,진달래꽃 (시집)/봄비,김소월,,1925,1920,E2
시,부귀공명,진달래꽃 (시집)/부귀공명,김소월,,1925,1920,E2
시,부모,진달래꽃 (시집)/부모,김소월,,1925,1920,E2
시,부부,진달래꽃 (시집)/부부,김소월,,1925,1920,E2
시,부헝새,진달래꽃 (시집)/부헝새,김소월,,1925,1920,E2
시,분 얼굴,진달래꽃 (시집)/분 얼굴,김소월,,1925,1920,E2
시,불운에 우는 그대여,진달래꽃 (시집)/불운에 우는 그대여,김소월,,1925,1920,E2
시,붉은 조수,진달래꽃 (시집)/붉은 조수,김소월,,1925,1920,E2
시,비난수 하는 맘,진달래꽃 (시집)/비난수 하는 맘,김소월,,1925,1920,E2
시,사노라면 사람은 죽는 것을,진달래꽃 (시집)/사노라면 사람은 죽는 것을,김소월,,1925,1920,E2
시,삭주구성,진달래꽃 (시집)/삭주구성,김소월,,1925,1920,E2
시,산,진달래꽃 (시집)/산,김소월,,1925,1920,E2
시,산 위에,진달래꽃 (시집)/산 위에,김소월,,1925,1920,E2
시,산유화,진달래꽃 (시집)/산유화,김소월,,1925,1920,E2
시,새벽,진달래꽃 (시집)/새벽,김소월,,1925,1920,E2
시,생과 사,진달래꽃 (시집)/생과 사,김소월,,1925,1920,E2
시,서울 밤,진달래꽃 (시집)/서울 밤,김소월,,1925,1920,E2
시,설움의 덩이,진달래꽃 (시집)/설움의 덩이,김소월,,1925,1920,E2
시,수아,진달래꽃 (시집)/수아,김소월,,1925,1920,E2
시,실제 1,진달래꽃 (시집)/실제 1,김소월,,1925,1920,E2
시,실제 2,진달래꽃 (시집)/실제 2,김소월,,1925,1920,E2
시,아내 몸,진달래꽃 (시집)/아내 몸,김소월,,1925,1920,E2
시,애모,진달래꽃 (시집)/애모,김소월,,1925,1920,E2
시,어버이,진달래꽃 (시집)/어버이,김소월,,1925,1920,E2
시,어인,진달래꽃 (시집)/어인,김소월,,1925,1920,E2
